,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Spray_Time_1,Spray_Time_2,Humidity,Temperature,Casting_Pressure,Pressure_Increase_Time
3037,0.182,0.282,0.333,0.2,0.3,4.471,13.925,679,0.042
3038,0.178,0.286,0.333,0.2,0.3,9.279,12.799,679,0.04
3039,0.186,0.284,0.336,0.2,0.3,8.486,12.55,677,0.043
3040,0.184,0.28,0.33,0.2,0.3,6.157,12.599,678,0.041
3041,0.18,0.282,0.333,0.2,0.3,4.233,13.995,679,0.041
3042,0.18,0.286,0.332,0.2,0.3,8.88,12.797,680,0.041
3043,0.187,0.284,0.333,0.2,0.3,4.196,14.001,679,0.041
3044,0.178,0.282,0.339,0.2,0.3,4.242,14.006,679,0.04
3045,0.184,0.292,0.33,0.2,0.3,8.217,12.743,681,0.039
3046,0.178,0.288,0.336,0.2,0.3,8.298,12.724,680,0.039
3047,0.19,0.284,0.339,0.2,0.3,8.206,12.601,676,0.041
3048,0.182,0.28,0.336,0.2,0.3,6.093,12.599,679,0.04
3049,0.188,0.278,0.339,0.2,0.3,7.265,12.567,677,0.041
3050,0.186,0.28,0.336,0.2,0.3,6.242,12.502,678,0.042
3051,0.181,0.276,0.336,0.2,0.3,6.059,12.599,678,0.041
3052,0.188,0.296,0.33,0.2,0.3,8.528,12.763,679,0.041
3053,0.178,0.282,0.333,0.2,0.3,4.694,13.819,680,0.042
3054,0.176,0.292,0.328,0.2,0.3,8.29,12.799,679,0.041
3055,0.208,0.28,0.333,0.2,0.3,6.059,12.599,678,0.041
3056,0.182,0.282,0.339,0.2,0.3,8.206,12.601,677,0.041
3057,0.184,0.282,0.336,0.2,0.3,5.758,12.736,679,0.04
3058,0.174,0.282,0.339,0.2,0.3,8.88,12.797,680,0.039
3059,0.184,0.284,0.336,0.2,0.3,9.279,12.799,680,0.039
3060,0.186,0.282,0.336,0.2,0.3,8.459,12.783,680,0.041
3061,0.174,0.296,0.33,0.2,0.3,4.752,13.735,679,0.04
3062,0.18,0.292,0.332,0.2,0.3,9.848,12.724,679,0.041
3063,0.19,0.284,0.336,0.2,0.3,5.623,12.602,676,0.043
3064,0.182,0.282,0.333,0.2,0.3,7.533,12.785,681,0.039
3065,0.18,0.278,0.336,0.2,0.3,6.394,12.768,678,0.037
3066,0.181,0.276,0.341,0.2,0.3,6.853,12.532,676,0.043
3067,0.184,0.28,0.341,0.2,0.3,5.71,12.605,677,0.043
3068,0.182,0.28,0.344,0.2,0.3,5.766,12.631,676,0.041
3069,0.181,0.284,0.339,0.2,0.3,8.486,12.55,677,0.041
3070,0.176,0.29,0.332,0.2,0.3,5.92,12.543,678,0.042
3071,0.182,0.284,0.336,0.2,0.3,4.918,13.646,679,0.041
3072,0.186,0.28,0.344,0.2,0.3,7.877,12.799,679,0.038
3073,0.188,0.28,0.339,0.2,0.3,8.459,12.783,680,0.039
3074,0.18,0.282,0.339,0.2,0.3,5.71,12.605,677,0.041
3075,0.182,0.28,0.339,0.2,0.3,6.308,12.702,677,0.043
3076,0.178,0.274,0.339,0.2,0.3,6.059,12.599,679,0.039
3077,0.189,0.286,0.332,0.2,0.3,5.848,14.163,679,0.042
3078,0.192,0.29,0.33,0.2,0.3,7.229,12.7,679,0.041
3079,0.184,0.278,0.339,0.2,0.3,9.05,11.765,679,0.04
3080,0.196,0.29,0.33,0.2,0.3,5.872,15.4,679,0.041
3081,0.18,0.28,0.336,0.2,0.3,9.04,11.893,678,0.042
3082,0.184,0.278,0.333,0.2,0.3,9.178,11.801,679,0.042
3083,0.195,0.29,0.33,0.2,0.3,6.212,13.395,679,0.039
3084,0.198,0.286,0.33,0.2,0.3,7.339,11.873,678,0.041
3085,0.19,0.282,0.33,0.2,0.3,7.558,11.71,678,0.039
3086,0.187,0.278,0.336,0.2,0.3,9.274,11.807,679,0.04
3087,0.188,0.284,0.336,0.2,0.3,7.302,11.503,678,0.041
3088,0.186,0.284,0.333,0.2,0.3,9.402,11.799,680,0.041
3089,0.184,0.28,0.336,0.2,0.3,8.989,11.801,679,0.041
3090,0.186,0.282,0.333,0.2,0.3,8.881,11.699,680,0.038
3091,0.186,0.278,0.339,0.2,0.3,8.825,11.921,678,0.042
3092,0.186,0.28,0.336,0.2,0.3,9.274,11.807,679,0.043
3093,0.184,0.28,0.336,0.2,0.3,7.302,11.503,679,0.037
3094,0.178,0.284,0.333,0.2,0.3,8.79,11.799,680,0.039
3095,0.178,0.278,0.336,0.2,0.3,8.771,11.801,677,0.042
3096,0.186,0.284,0.33,0.2,0.3,9.071,11.699,680,0.039
3097,0.184,0.278,0.339,0.2,0.3,9.155,11.799,678,0.041
3098,0.182,0.286,0.332,0.2,0.3,7.339,11.873,678,0.041
3099,0.182,0.278,0.333,0.2,0.3,9.215,11.795,679,0.041
3100,0.19,0.286,0.333,0.2,0.3,7.451,12.347,679,0.043
3101,0.192,0.284,0.328,0.2,0.3,7.362,11.558,678,0.041
3102,0.184,0.282,0.332,0.2,0.3,7.561,11.602,678,0.039
3103,0.179,0.288,0.332,0.2,0.3,7.417,11.703,679,0.043
3104,0.176,0.282,0.333,0.2,0.3,9.04,11.893,679,0.04
3105,0.18,0.28,0.336,0.2,0.3,9.538,11.793,681,0.041
3106,0.178,0.28,0.336,0.2,0.3,9.074,11.801,679,0.039
3107,0.19,0.284,0.333,0.2,0.3,9.234,11.799,679,0.04
3108,0.178,0.284,0.336,0.2,0.3,9.033,11.705,681,0.039
3109,0.194,0.288,0.33,0.2,0.3,7.661,11.615,679,0.043
3110,0.196,0.288,0.332,0.2,0.3,7.34,12.55,679,0.041
3111,0.179,0.28,0.336,0.2,0.3,9.274,11.807,678,0.04
3112,0.18,0.282,0.336,0.2,0.3,9.294,11.793,681,0.039
3113,0.178,0.28,0.336,0.2,0.3,9.215,11.795,678,0.037
3114,0.179,0.286,0.332,0.2,0.3,9.417,11.793,681,0.037
3115,0.182,0.278,0.336,0.2,0.3,9.294,11.793,680,0.041
3116,0.178,0.28,0.336,0.2,0.3,9.053,11.799,679,0.041
3117,0.181,0.284,0.336,0.2,0.3,7.301,11.502,679,0.039
3118,0.184,0.28,0.336,0.2,0.3,8.989,11.801,679,0.041
3119,0.184,0.28,0.336,0.2,0.3,8.827,11.799,680,0.039
3120,0.184,0.28,0.336,0.2,0.3,9.293,11.801,678,0.042
3121,0.184,0.284,0.332,0.2,0.3,9.267,11.699,680,0.041
3122,0.176,0.28,0.333,0.2,0.3,8.741,11.801,678,0.041
3123,0.18,0.282,0.333,0.2,0.3,7.304,11.507,679,0.039
3124,0.176,0.282,0.341,0.2,0.3,9.067,11.798,679,0.041
3125,0.182,0.278,0.336,0.2,0.3,9.08,11.842,679,0.038
3126,0.179,0.282,0.332,0.2,0.3,7.301,11.502,679,0.038
3127,0.18,0.278,0.339,0.2,0.3,6.182,12.779,679,0.037
3128,0.174,0.286,0.336,0.2,0.3,5.402,12.686,677,0.041
3129,0.182,0.294,0.328,0.2,0.3,5.975,12.956,678,0.041
3130,0.188,0.278,0.339,0.2,0.3,6.199,12.799,681,0.041
3131,0.182,0.278,0.336,0.2,0.3,5.279,12.719,676,0.04
3132,0.182,0.288,0.333,0.2,0.3,5.062,12.797,676,0.04
3133,0.188,0.276,0.341,0.2,0.3,5.203,12.795,676,0.041
3134,0.194,0.282,0.333,0.2,0.3,6.08,12.759,679,0.041
3135,0.18,0.274,0.336,0.2,0.3,6.054,12.794,679,0.04
3136,0.178,0.282,0.332,0.2,0.3,5.698,13.029,678,0.04
3137,0.184,0.28,0.333,0.2,0.3,5.953,12.799,679,0.041
3138,0.178,0.278,0.333,0.2,0.3,6.271,12.599,678,0.041
3139,0.174,0.282,0.334,0.2,0.3,6.08,12.759,680,0.041
3140,0.184,0.286,0.332,0.2,0.3,6.268,12.799,680,0.041
3141,0.185,0.288,0.332,0.2,0.3,6.199,12.799,681,0.037
3142,0.178,0.28,0.332,0.2,0.3,5.698,13.029,679,0.041
3143,0.176,0.274,0.339,0.2,0.3,6.215,12.586,678,0.039
3144,0.178,0.286,0.336,0.2,0.3,5.003,12.707,676,0.043
3145,0.186,0.28,0.341,0.2,0.3,5.202,12.798,676,0.04
3146,0.19,0.28,0.336,0.2,0.3,6.083,12.79,680,0.04
3147,0.174,0.278,0.336,0.2,0.3,6.201,12.506,678,0.041
3148,0.182,0.282,0.333,0.2,0.3,5.605,12.799,679,0.041
3149,0.181,0.28,0.336,0.2,0.3,6.112,12.814,678,0.041
3150,0.182,0.28,0.336,0.2,0.3,6.893,12.799,680,0.039
3151,0.182,0.28,0.341,0.2,0.3,5.46,12.603,677,0.041
3152,0.178,0.28,0.336,0.2,0.3,6.184,12.858,679,0.041
3153,0.184,0.28,0.333,0.2,0.3,6.154,12.718,679,0.041
3154,0.174,0.284,0.339,0.2,0.3,6.065,12.799,679,0.039
3155,0.18,0.278,0.333,0.2,0.3,5.857,13.001,679,0.041
3156,0.178,0.288,0.333,0.2,0.3,6.595,12.799,679,0.043
3157,0.178,0.284,0.332,0.2,0.3,5.887,12.799,680,0.039
3158,0.18,0.284,0.339,0.2,0.3,5.279,12.719,677,0.04
3159,0.184,0.282,0.341,0.2,0.3,4.98,12.659,676,0.041
3160,0.188,0.276,0.341,0.2,0.3,5.041,12.799,677,0.041
3161,0.186,0.28,0.333,0.2,0.3,5.768,13.037,678,0.041
3162,0.184,0.286,0.336,0.2,0.3,5.041,12.799,675,0.041
3163,0.178,0.282,0.336,0.2,0.3,6.266,12.886,680,0.039
3164,0.184,0.282,0.331,0.2,0.3,6.448,12.799,679,0.037
3165,0.188,0.278,0.336,0.2,0.3,4.931,12.928,678,0.041
3166,0.178,0.282,0.339,0.2,0.3,6.054,12.794,679,0.038
3167,0.182,0.276,0.336,0.2,0.3,5.782,13.057,679,0.041
3168,0.179,0.282,0.332,0.2,0.3,6.355,12.799,679,0.041
3169,0.18,0.28,0.332,0.2,0.3,5.89,12.799,679,0.041
3170,0.182,0.304,0.326,0.2,0.3,5.212,12.768,677,0.041
3171,0.182,0.304,0.326,0.2,0.3,5.212,12.768,677,0.041
3172,0.18,0.296,0.336,0.2,0.3,5.041,12.799,677,0.041
3173,0.179,0.28,0.336,0.2,0.3,5.747,12.801,680,0.041
3174,0.176,0.28,0.334,0.2,0.3,5.768,13.037,678,0.04
3175,0.176,0.278,0.339,0.2,0.3,6.067,12.888,679,0.041
3176,0.186,0.278,0.333,0.2,0.3,6.374,12.62,678,0.041
3177,0.181,0.28,0.331,0.2,0.3,4.349,12.202,679,0.039
3178,0.178,0.28,0.339,0.2,0.3,4.315,12.282,679,0.041
3179,0.19,0.284,0.339,0.2,0.3,4.029,13.813,679,0.039
3180,0.186,0.286,0.336,0.2,0.3,4.352,12.212,679,0.039
3181,0.182,0.3,0.324,0.2,0.3,3.903,14.004,680,0.041
3182,0.18,0.284,0.341,0.2,0.3,4.268,12.812,677,0.042
3183,0.192,0.28,0.332,0.2,0.3,4.591,12.413,679,0.04
3184,0.188,0.294,0.333,0.2,0.3,4.022,14.093,679,0.037
3185,0.181,0.282,0.339,0.2,0.3,4.493,12.61,676,0.041
3186,0.188,0.288,0.333,0.2,0.3,4.345,12.443,679,0.039
3187,0.184,0.286,0.336,0.2,0.3,3.832,14.098,678,0.041
3188,0.186,0.282,0.336,0.2,0.3,4.508,12.494,679,0.039
3189,0.182,0.28,0.332,0.2,0.3,4.508,12.494,680,0.037
3190,0.184,0.284,0.336,0.2,0.3,4.399,12.32,679,0.041
3191,0.182,0.294,0.333,0.2,0.3,4.091,13.717,679,0.043
3192,0.178,0.292,0.333,0.2,0.3,4.394,12.203,679,0.037
3193,0.179,0.284,0.341,0.2,0.3,4.088,13.172,678,0.043
3194,0.186,0.284,0.341,0.2,0.3,4.351,12.726,678,0.04
3195,0.178,0.288,0.339,0.2,0.3,4.351,12.726,678,0.041
3196,0.182,0.296,0.328,0.2,0.3,4.029,13.813,678,0.039
3197,0.188,0.28,0.339,0.2,0.3,4.162,13.082,676,0.038
3198,0.188,0.28,0.332,0.2,0.3,4.333,12.102,679,0.041
3199,0.184,0.286,0.339,0.2,0.3,4.091,13.717,679,0.041
3200,0.18,0.292,0.332,0.2,0.3,4.034,13.623,678,0.041
3201,0.184,0.286,0.336,0.2,0.3,4.386,12.104,679,0.039
3202,0.174,0.298,0.328,0.2,0.3,4.02,13.252,678,0.041
3203,0.18,0.286,0.339,0.2,0.3,4.352,12.212,680,0.037
3204,0.182,0.288,0.333,0.2,0.3,4.394,12.51,677,0.043
3205,0.178,0.294,0.333,0.2,0.3,4.42,12.603,676,0.04
3206,0.182,0.282,0.336,0.2,0.3,4.091,13.717,679,0.043
3207,0.19,0.28,0.333,0.2,0.3,4.416,12.498,679,0.037
3208,0.188,0.282,0.339,0.2,0.3,4.374,12.602,678,0.04
3209,0.184,0.288,0.336,0.2,0.3,4.351,12.726,678,0.039
3210,0.184,0.282,0.339,0.2,0.3,4.162,13.082,676,0.04
3211,0.186,0.278,0.339,0.2,0.3,4.591,12.413,679,0.043
3212,0.19,0.282,0.336,0.2,0.3,3.919,14.035,679,0.041
3213,0.178,0.288,0.333,0.2,0.3,4.315,12.282,679,0.041
3214,0.184,0.284,0.332,0.2,0.3,4.416,12.498,679,0.039
3215,0.184,0.282,0.333,0.2,0.3,4.393,12.406,679,0.039
3216,0.182,0.282,0.333,0.2,0.3,3.919,14.035,679,0.041
3217,0.179,0.298,0.328,0.2,0.3,4.393,12.406,679,0.038
3218,0.186,0.282,0.33,0.2,0.3,4.307,12.115,680,0.039
3219,0.178,0.29,0.33,0.2,0.3,3.902,13.943,679,0.037
3220,0.18,0.282,0.333,0.2,0.3,4.398,12.395,679,0.041
3221,0.188,0.278,0.339,0.2,0.3,4.598,12.456,679,0.041
3222,0.186,0.286,0.334,0.2,0.3,3.91,14.019,680,0.041
3223,0.18,0.288,0.333,0.2,0.3,4.45,12.674,677,0.042
3224,0.176,0.294,0.33,0.2,0.3,4.23,12.976,676,0.039
3225,0.182,0.278,0.341,0.2,0.3,4.493,12.61,676,0.042
3226,0.182,0.278,0.336,0.2,0.3,4.398,12.395,679,0.04
3227,0.171,0.284,0.324,0.2,0.3,15.901,11.505,678,0.041
3228,0.188,0.288,0.333,0.2,0.3,16.372,14.172,679,0.041
3229,0.153,0.258,0.304,0.2,0.3,15.218,11.39,679,0.043
3230,0.192,0.288,0.328,0.2,0.3,16.188,13.682,678,0.038
3231,0.17,0.28,0.336,0.2,0.3,16.343,13.893,678,0.041
3232,0.176,0.282,0.333,0.2,0.3,16.478,14.372,678,0.041
3233,0.179,0.282,0.336,0.2,0.3,16.399,14.298,678,0.039
3234,0.208,0.282,0.326,0.2,0.3,15.57,12.297,679,0.04
3235,0.182,0.28,0.33,0.2,0.3,15.758,12.806,679,0.041
3236,0.198,0.286,0.33,0.2,0.3,16.628,13.578,678,0.037
3237,0.2,0.276,0.326,0.2,0.3,16.52,12.099,678,0.043
3238,0.174,0.27,0.333,0.2,0.3,16.637,13.491,678,0.041
3239,0.198,0.274,0.32,0.2,0.3,16.226,12.098,678,0.041
3240,0.184,0.28,0.333,0.2,0.3,16.457,14.563,680,0.04
3241,0.173,0.282,0.33,0.2,0.3,16.397,13.842,678,0.041
3242,0.172,0.28,0.332,0.2,0.3,16.39,13.795,678,0.041
3243,0.162,0.266,0.316,0.2,0.3,16.634,11.798,679,0.043
3244,0.194,0.278,0.324,0.2,0.3,16.52,12.099,679,0.041
3245,0.189,0.284,0.326,0.2,0.3,16.491,13.127,679,0.038
3246,0.178,0.282,0.333,0.2,0.3,16.399,14.293,679,0.041
3247,0.2,0.282,0.328,0.2,0.3,15.982,12.39,679,0.04
3248,0.184,0.282,0.336,0.2,0.3,16.327,13.771,678,0.041
3249,0.178,0.282,0.333,0.2,0.3,16.399,14.293,679,0.041
3250,0.186,0.284,0.324,0.2,0.3,15.34,12.694,679,0.037
3251,0.206,0.282,0.326,0.2,0.3,16.363,12.123,679,0.041
3252,0.208,0.282,0.324,0.2,0.3,16.055,12.498,679,0.039
3253,0.176,0.278,0.336,0.2,0.3,16.399,14.293,678,0.04
3254,0.192,0.27,0.314,0.2,0.3,16.595,11.794,679,0.043
3255,0.21,0.282,0.324,0.2,0.3,15.689,12.286,679,0.037
3256,0.162,0.272,0.318,0.2,0.3,16.226,12.098,678,0.042
3257,0.182,0.284,0.336,0.2,0.3,16.398,14.241,679,0.041
3258,0.212,0.284,0.324,0.2,0.3,15.41,12.59,679,0.04
3259,0.197,0.274,0.324,0.2,0.3,16.309,12.034,678,0.04
3260,0.178,0.272,0.324,0.2,0.3,16.217,12.091,678,0.042
3261,0.176,0.28,0.326,0.2,0.3,16.491,13.127,679,0.041
3262,0.18,0.28,0.33,0.2,0.3,16.59,13.596,678,0.041
3263,0.158,0.264,0.318,0.2,0.3,16.937,12.199,678,0.041
3264,0.182,0.286,0.339,0.2,0.3,16.372,14.099,679,0.041
3265,0.198,0.276,0.326,0.2,0.3,16.247,12.099,678,0.039
3266,0.202,0.278,0.328,0.2,0.3,15.773,12.206,679,0.041
3267,0.206,0.276,0.322,0.2,0.3,16.803,12.197,679,0.042
3268,0.178,0.28,0.332,0.2,0.3,16.394,14.042,678,0.04
3269,0.206,0.28,0.326,0.2,0.3,15.91,12.197,678,0.042
3270,0.182,0.264,0.314,0.2,0.3,16.216,11.597,679,0.041
3271,0.154,0.27,0.314,0.2,0.3,16.549,11.94,679,0.041
3272,0.176,0.266,0.312,0.2,0.3,15.425,11.449,679,0.041
3273,0.21,0.286,0.328,0.2,0.3,15.245,12.597,678,0.04
3274,0.18,0.28,0.33,0.2,0.3,16.59,13.596,678,0.041
3275,0.204,0.286,0.33,0.2,0.3,16.459,13.197,680,0.04
3276,0.186,0.264,0.31,0.2,0.3,16.057,11.586,679,0.041
3277,0.162,0.268,0.324,0.2,0.3,7.913,17.789,681,0.039
3278,0.174,0.272,0.324,0.2,0.3,7.917,17.797,681,0.041
3279,0.176,0.282,0.328,0.2,0.3,7.894,17.899,681,0.037
3280,0.194,0.29,0.325,0.2,0.3,7.898,17.899,681,0.041
3281,0.194,0.286,0.328,0.2,0.3,7.999,17.898,681,0.039
3282,0.171,0.284,0.328,0.2,0.3,7.801,17.899,681,0.039
3283,0.166,0.276,0.344,0.2,0.3,7.156,17.692,679,0.038
3284,0.184,0.276,0.333,0.2,0.3,8.018,17.899,680,0.043
3285,0.174,0.282,0.326,0.2,0.3,7.999,17.843,680,0.037
3286,0.178,0.284,0.331,0.2,0.3,8.039,17.899,680,0.04
3287,0.198,0.284,0.324,0.2,0.3,7.999,17.843,680,0.039
3288,0.186,0.28,0.33,0.2,0.3,7.972,17.899,681,0.041
3289,0.202,0.28,0.324,0.2,0.3,7.988,17.799,681,0.039
3290,0.176,0.272,0.33,0.2,0.3,7.802,17.899,681,0.041
3291,0.176,0.278,0.33,0.2,0.3,7.801,17.899,681,0.039
3292,0.182,0.276,0.328,0.2,0.3,7.802,17.899,681,0.039
3293,0.179,0.284,0.324,0.2,0.3,7.999,17.843,680,0.04
3294,0.196,0.286,0.336,0.2,0.3,7.902,17.899,681,0.038
3295,0.16,0.27,0.33,0.2,0.3,7.829,17.728,681,0.04
3296,0.17,0.27,0.33,0.2,0.3,7.999,17.899,681,0.039
3297,0.16,0.27,0.32,0.2,0.3,7.829,17.728,680,0.041
3298,0.163,0.272,0.324,0.2,0.3,7.997,17.806,680,0.039
3299,0.182,0.284,0.333,0.2,0.3,8.039,17.899,681,0.041
3300,0.184,0.28,0.33,0.2,0.3,8.018,17.899,680,0.04
3301,0.158,0.268,0.324,0.2,0.3,7.603,17.699,681,0.038
3302,0.192,0.286,0.333,0.2,0.3,7.893,17.899,681,0.041
3303,0.18,0.282,0.33,0.2,0.3,8.018,17.899,680,0.04
3304,0.168,0.276,0.326,0.2,0.3,7.911,17.899,682,0.041
3305,0.176,0.274,0.326,0.2,0.3,7.903,17.899,681,0.041
3306,0.18,0.264,0.318,0.2,0.3,7.522,17.698,680,0.043
3307,0.163,0.274,0.32,0.2,0.3,7.917,17.797,680,0.041
3308,0.18,0.284,0.333,0.2,0.3,7.835,17.899,682,0.039
3309,0.197,0.286,0.333,0.2,0.3,7.801,17.899,681,0.039
3310,0.188,0.282,0.322,0.2,0.3,7.999,17.898,680,0.038
3311,0.178,0.268,0.32,0.2,0.3,7.156,17.692,679,0.042
3312,0.176,0.282,0.333,0.2,0.3,7.894,17.899,681,0.041
3313,0.184,0.288,0.333,0.2,0.3,7.801,17.899,682,0.041
3314,0.196,0.286,0.332,0.2,0.3,7.843,17.899,681,0.037
3315,0.16,0.27,0.32,0.2,0.3,7.829,17.728,680,0.041
3316,0.179,0.286,0.328,0.2,0.3,7.903,17.899,681,0.039
3317,0.174,0.274,0.33,0.2,0.3,7.801,17.899,681,0.041
3318,0.184,0.284,0.33,0.2,0.3,7.893,17.899,681,0.039
3319,0.174,0.282,0.324,0.2,0.3,7.911,17.899,680,0.038
3320,0.186,0.28,0.33,0.2,0.3,7.972,17.899,681,0.041
3321,0.182,0.282,0.328,0.2,0.3,7.801,17.899,681,0.041
3322,0.166,0.272,0.328,0.2,0.3,7.999,17.899,680,0.041
3323,0.164,0.266,0.32,0.2,0.3,7.829,17.728,681,0.037
3324,0.187,0.266,0.318,0.2,0.3,7.522,17.698,680,0.043
3325,0.184,0.28,0.324,0.2,0.3,7.894,17.899,681,0.038
3326,0.176,0.28,0.33,0.2,0.3,7.802,17.899,681,0.039
3327,0.21,0.284,0.332,0.2,0.3,31.628,13.02,680,0.038
3328,0.192,0.286,0.333,0.2,0.3,40.434,11.455,680,0.038
3329,0.212,0.286,0.333,0.2,0.3,40.387,11.299,680,0.039
3330,0.2,0.284,0.328,0.2,0.3,30.641,12.799,680,0.037
3331,0.2,0.29,0.33,0.2,0.3,40.606,11.494,680,0.041
3332,0.206,0.288,0.33,0.2,0.3,34.8,12.469,681,0.039
3333,0.194,0.29,0.33,0.2,0.3,33.008,12.802,680,0.039
3334,0.196,0.282,0.328,0.2,0.3,29.563,12.599,680,0.037
3335,0.206,0.28,0.326,0.2,0.3,29.563,12.599,680,0.041
3336,0.19,0.268,0.318,0.2,0.3,28.04,12.206,679,0.041
3337,0.196,0.28,0.324,0.2,0.3,29.031,12.499,680,0.041
3338,0.164,0.276,0.322,0.2,0.3,28.92,12.499,679,0.043
3339,0.182,0.268,0.32,0.2,0.3,28.04,12.206,679,0.039
3340,0.148,0.262,0.31,0.2,0.3,27.302,12.099,678,0.041
3341,0.202,0.286,0.328,0.2,0.3,33.287,12.801,680,0.04
3342,0.186,0.272,0.318,0.2,0.3,28.468,12.297,678,0.041
3343,0.2,0.286,0.328,0.2,0.3,33.287,12.801,681,0.039
3344,0.194,0.268,0.314,0.2,0.3,27.883,12.197,679,0.039
3345,0.2,0.29,0.332,0.2,0.3,33.008,12.802,681,0.038
3346,0.19,0.286,0.328,0.2,0.3,30.527,12.79,679,0.041
3347,0.21,0.282,0.33,0.2,0.3,30.582,12.797,680,0.041
3348,0.202,0.286,0.328,0.2,0.3,40.335,11.379,680,0.039
3349,0.208,0.288,0.33,0.2,0.3,31.625,13.023,679,0.04
3350,0.188,0.282,0.326,0.2,0.3,30.433,12.726,680,0.04
3351,0.204,0.286,0.328,0.2,0.3,31.113,12.898,681,0.038
3352,0.208,0.28,0.324,0.2,0.3,29.348,12.506,679,0.041
3353,0.194,0.286,0.328,0.2,0.3,31.625,13.023,680,0.039
3354,0.208,0.29,0.33,0.2,0.3,39.63,11.315,680,0.041
3355,0.194,0.278,0.324,0.2,0.3,28.838,12.497,679,0.041
3356,0.156,0.27,0.316,0.2,0.3,28.278,12.286,680,0.043
3357,0.204,0.284,0.33,0.2,0.3,31.089,12.893,680,0.041
3358,0.198,0.288,0.33,0.2,0.3,33.95,12.633,680,0.043
3359,0.197,0.276,0.32,0.2,0.3,28.667,12.488,680,0.039
3360,0.2,0.28,0.326,0.2,0.3,29.584,12.597,679,0.038
3361,0.21,0.288,0.333,0.2,0.3,40.36,11.297,680,0.039
3362,0.206,0.286,0.33,0.2,0.3,35.879,12.232,680,0.039
3363,0.206,0.286,0.332,0.2,0.3,35.879,12.232,681,0.04
3364,0.162,0.268,0.322,0.2,0.3,29.14,12.499,680,0.041
3365,0.208,0.278,0.326,0.2,0.3,29.731,12.599,680,0.041
3366,0.174,0.264,0.31,0.2,0.3,26.827,12.099,679,0.04
3367,0.198,0.29,0.33,0.2,0.3,34.8,12.469,680,0.039
3368,0.208,0.276,0.326,0.2,0.3,29.593,12.586,680,0.043
3369,0.172,0.278,0.318,0.2,0.3,28.838,12.497,680,0.039
3370,0.198,0.286,0.33,0.2,0.3,40.666,11.498,679,0.038
3371,0.188,0.268,0.32,0.2,0.3,28.278,12.286,679,0.038
3372,0.2,0.284,0.332,0.2,0.3,38.866,11.505,680,0.039
3373,0.15,0.27,0.314,0.2,0.3,28.278,12.286,679,0.043
3374,0.192,0.266,0.312,0.2,0.3,27.302,12.099,678,0.039
3375,0.202,0.278,0.324,0.2,0.3,29.593,12.586,680,0.041
3376,0.204,0.286,0.332,0.2,0.3,35.879,12.232,681,0.039
3377,0.182,0.276,0.336,0.2,0.3,39.998,12.574,681,0.04
3378,0.182,0.276,0.336,0.2,0.3,40.778,12.499,680,0.039
3379,0.184,0.276,0.333,0.2,0.3,39.349,12.729,681,0.04
3380,0.178,0.276,0.333,0.2,0.3,40.111,12.588,681,0.039
3381,0.184,0.278,0.336,0.2,0.3,38.513,12.994,680,0.042
3382,0.182,0.28,0.333,0.2,0.3,37.361,12.997,680,0.041
3383,0.181,0.276,0.333,0.2,0.3,39.996,12.562,681,0.04
3384,0.174,0.286,0.328,0.2,0.3,39.295,12.702,680,0.041
3385,0.178,0.278,0.336,0.2,0.3,39.274,12.741,680,0.041
3386,0.18,0.276,0.336,0.2,0.3,40.243,12.499,680,0.039
3387,0.176,0.284,0.326,0.2,0.3,39.292,12.768,680,0.04
3388,0.176,0.278,0.333,0.2,0.3,39.075,12.735,680,0.043
3389,0.18,0.276,0.336,0.2,0.3,37.239,12.999,680,0.039
3390,0.182,0.278,0.333,0.2,0.3,38.926,12.798,680,0.038
3391,0.176,0.276,0.333,0.2,0.3,39.843,12.603,680,0.041
3392,0.173,0.278,0.333,0.2,0.3,36.893,12.99,680,0.038
3393,0.18,0.278,0.339,0.2,0.3,37.239,12.999,680,0.041
3394,0.179,0.276,0.33,0.2,0.3,37.239,12.999,680,0.042
3395,0.173,0.278,0.333,0.2,0.3,36.893,12.99,680,0.038
3396,0.182,0.278,0.333,0.2,0.3,38.543,12.959,680,0.039
3397,0.182,0.288,0.33,0.2,0.3,38.944,12.897,681,0.041
3398,0.172,0.276,0.333,0.2,0.3,37.626,13.075,680,0.04
3399,0.182,0.278,0.333,0.2,0.3,40.284,12.499,680,0.038
3400,0.176,0.278,0.332,0.2,0.3,39.778,12.613,681,0.039
3401,0.184,0.282,0.332,0.2,0.3,38.906,12.899,681,0.04
3402,0.172,0.276,0.334,0.2,0.3,39.842,12.572,681,0.039
3403,0.178,0.28,0.334,0.2,0.3,37.149,12.978,680,0.039
3404,0.181,0.276,0.336,0.2,0.3,39.852,12.678,680,0.041
3405,0.182,0.282,0.332,0.2,0.3,37.227,12.911,680,0.041
3406,0.181,0.282,0.336,0.2,0.3,40.778,12.499,680,0.039
3407,0.182,0.282,0.332,0.2,0.3,37.227,12.911,680,0.041
3408,0.176,0.276,0.336,0.2,0.3,39.852,12.678,680,0.039
3409,0.184,0.28,0.333,0.2,0.3,36.568,13.007,680,0.038
3410,0.18,0.28,0.333,0.2,0.3,37.239,12.999,680,0.039
3411,0.178,0.276,0.333,0.2,0.3,38.977,12.795,680,0.041
3412,0.184,0.276,0.332,0.2,0.3,39.805,12.663,681,0.039
