,Injection_Velocity_1,Injection_Velocity_2,Injection_Velocity_3,Spray_Time_1,Spray_Time_2,Humidity,Temperature,Casting_Pressure,Pressure_Increase_Time
6466,0.186,0.234,0.306,0.1,0.3,59.802,23.501,708,0.042
6467,0.179,0.23,0.306,0.1,0.3,59.867,23.501,708,0.037
6468,0.182,0.226,0.31,0.1,0.3,59.971,23.597,707,0.039
6469,0.186,0.242,0.314,0.1,0.3,59.239,23.701,709,0.037
6470,0.182,0.24,0.314,0.1,0.3,59.469,23.701,709,0.036
6471,0.181,0.238,0.31,0.1,0.3,59.208,23.205,707,0.036
6472,0.19,0.24,0.312,0.1,0.3,61.912,22.993,708,0.037
6473,0.186,0.232,0.314,0.1,0.3,60.159,23.506,709,0.04
6474,0.19,0.234,0.312,0.1,0.3,62.057,22.901,707,0.035
6475,0.178,0.244,0.314,0.1,0.3,61.986,22.95,708,0.04
6476,0.18,0.232,0.312,0.1,0.3,60.409,23.397,708,0.038
6477,0.188,0.226,0.312,0.1,0.3,59.815,23.252,708,0.035
6478,0.18,0.224,0.308,0.1,0.3,57.628,23.298,708,0.04
6479,0.189,0.228,0.312,0.1,0.3,60.191,23.505,707,0.038
6480,0.181,0.234,0.306,0.1,0.3,60.116,23.527,707,0.038
6481,0.182,0.236,0.308,0.1,0.3,60.409,23.397,708,0.038
6482,0.186,0.228,0.306,0.1,0.3,60.205,23.499,708,0.037
6483,0.181,0.232,0.314,0.1,0.3,61.537,23.113,708,0.038
6484,0.18,0.228,0.312,0.1,0.3,58.973,23.202,707,0.038
6485,0.186,0.237,0.31,0.1,0.3,61.299,23.195,707,0.038
6486,0.19,0.23,0.31,0.1,0.3,57.899,23.291,707,0.038
6487,0.19,0.229,0.308,0.1,0.3,60.103,23.503,708,0.038
6488,0.19,0.228,0.308,0.1,0.3,58.34,23.237,707,0.037
6489,0.19,0.232,0.314,0.1,0.3,60.102,23.502,707,0.037
6490,0.182,0.236,0.312,0.1,0.3,56.242,23.201,707,0.037
6491,0.19,0.23,0.31,0.1,0.3,59.815,23.252,707,0.038
6492,0.186,0.226,0.302,0.1,0.3,59.208,23.205,707,0.037
6493,0.182,0.24,0.318,0.1,0.3,60.278,23.443,708,0.039
6494,0.182,0.229,0.31,0.1,0.3,57.628,23.298,707,0.038
6495,0.19,0.234,0.306,0.1,0.3,60.478,23.238,708,0.038
6496,0.182,0.234,0.308,0.1,0.3,60.205,23.499,709,0.039
6497,0.186,0.229,0.302,0.1,0.3,59.815,23.252,707,0.036
6498,0.192,0.232,0.314,0.1,0.3,61.866,22.999,708,0.038
6499,0.182,0.238,0.316,0.1,0.3,60.825,23.295,708,0.038
6500,0.188,0.236,0.312,0.1,0.3,61.912,22.993,708,0.038
6501,0.186,0.236,0.316,0.1,0.3,61.072,23.264,708,0.038
6502,0.192,0.237,0.312,0.1,0.3,61.752,23.042,708,0.036
6503,0.186,0.234,0.312,0.1,0.3,60.205,23.499,708,0.037
6504,0.182,0.232,0.31,0.1,0.3,57.628,23.298,707,0.038
6505,0.184,0.234,0.308,0.1,0.3,60.478,23.238,707,0.037
6506,0.18,0.23,0.31,0.1,0.3,57.899,23.291,708,0.04
6507,0.186,0.234,0.316,0.1,0.3,60.102,23.502,708,0.038
6508,0.182,0.226,0.31,0.1,0.3,60.116,23.527,707,0.037
6509,0.189,0.227,0.308,0.1,0.3,59.208,23.205,707,0.037
6510,0.186,0.23,0.31,0.1,0.3,55.71,23.199,708,0.038
6511,0.184,0.23,0.306,0.1,0.3,60.478,23.238,707,0.037
6512,0.176,0.236,0.31,0.1,0.3,60.101,23.53,709,0.038
6513,0.186,0.23,0.314,0.1,0.3,60.198,23.502,708,0.038
6514,0.19,0.24,0.312,0.1,0.3,60.191,23.505,708,0.04
6515,0.19,0.228,0.308,0.1,0.3,58.34,23.237,707,0.037
6516,0.186,0.228,0.31,0.1,0.3,60.191,23.505,708,0.038
6517,0.182,0.226,0.308,0.1,0.3,57.419,23.243,708,0.04
6518,0.185,0.236,0.308,0.1,0.3,60.409,23.397,708,0.038
6519,0.184,0.226,0.306,0.1,0.3,60.278,23.443,708,0.04
6520,0.182,0.23,0.31,0.1,0.3,60.825,23.295,708,0.035
6521,0.182,0.244,0.314,0.1,0.3,22.005,21.471,708,0.039
6522,0.19,0.23,0.312,0.1,0.3,21.606,21.894,708,0.04
6523,0.182,0.252,0.32,0.1,0.3,23.397,21.499,708,0.038
6524,0.182,0.248,0.318,0.1,0.3,22.021,21.4,708,0.041
6525,0.186,0.228,0.31,0.1,0.3,21.731,21.899,708,0.039
6526,0.19,0.234,0.306,0.1,0.3,21.702,21.86,708,0.04
6527,0.19,0.256,0.318,0.1,0.3,22.31,21.6,707,0.04
6528,0.179,0.254,0.32,0.1,0.3,22.184,21.244,707,0.039
6529,0.18,0.234,0.314,0.1,0.3,22.142,21.788,708,0.04
6530,0.186,0.246,0.318,0.1,0.3,22.005,21.471,708,0.04
6531,0.19,0.258,0.32,0.1,0.3,22.368,21.659,706,0.038
6532,0.188,0.234,0.312,0.1,0.3,21.702,21.86,709,0.039
6533,0.184,0.256,0.318,0.1,0.3,22.31,21.6,706,0.04
6534,0.184,0.24,0.318,0.1,0.3,21.639,21.899,707,0.038
6535,0.181,0.238,0.312,0.1,0.3,21.982,21.807,707,0.042
6536,0.18,0.236,0.314,0.1,0.3,21.639,21.899,708,0.039
6537,0.182,0.25,0.322,0.1,0.3,22.005,21.471,707,0.039
6538,0.187,0.244,0.308,0.1,0.3,22.142,21.788,708,0.039
6539,0.182,0.254,0.314,0.1,0.3,22.184,21.244,707,0.04
6540,0.19,0.243,0.316,0.1,0.3,22.124,21.497,707,0.037
6541,0.186,0.246,0.314,0.1,0.3,21.906,21.696,707,0.039
6542,0.184,0.226,0.308,0.1,0.3,21.639,21.899,709,0.039
6543,0.188,0.244,0.314,0.1,0.3,22.09,21.791,708,0.037
6544,0.186,0.252,0.316,0.1,0.3,22.169,21.275,707,0.037
6545,0.187,0.26,0.324,0.1,0.3,23.137,21.588,706,0.037
6546,0.186,0.232,0.316,0.1,0.3,21.893,21.858,708,0.04
6547,0.187,0.258,0.322,0.1,0.3,22.506,21.678,707,0.039
6548,0.184,0.258,0.32,0.1,0.3,22.316,21.528,707,0.039
6549,0.18,0.236,0.312,0.1,0.3,22.055,21.772,707,0.039
6550,0.182,0.258,0.318,0.1,0.3,22.506,21.678,706,0.037
6551,0.19,0.256,0.318,0.1,0.3,22.672,21.639,706,0.041
6552,0.178,0.245,0.316,0.1,0.3,22.065,21.488,708,0.039
6553,0.182,0.26,0.322,0.1,0.3,23.137,21.588,707,0.04
6554,0.186,0.24,0.318,0.1,0.3,21.918,21.898,708,0.04
6555,0.186,0.256,0.322,0.1,0.3,22.698,21.65,707,0.041
6556,0.19,0.258,0.316,0.1,0.3,22.698,21.65,707,0.04
6557,0.182,0.248,0.314,0.1,0.3,21.942,21.674,707,0.039
6558,0.184,0.254,0.316,0.1,0.3,22.039,21.572,707,0.039
6559,0.184,0.254,0.324,0.1,0.3,23.397,21.499,706,0.039
6560,0.188,0.234,0.31,0.1,0.3,21.877,21.896,708,0.04
6561,0.182,0.238,0.312,0.1,0.3,22.09,21.791,709,0.04
6562,0.186,0.25,0.316,0.1,0.3,22.124,21.497,707,0.04
6563,0.184,0.252,0.318,0.1,0.3,22.643,21.65,706,0.037
6564,0.188,0.234,0.308,0.1,0.3,21.877,21.896,708,0.04
6565,0.184,0.258,0.32,0.1,0.3,23.399,21.499,706,0.04
6566,0.186,0.248,0.312,0.1,0.3,22.039,21.572,707,0.04
6567,0.186,0.254,0.32,0.1,0.3,22.672,21.639,707,0.038
6568,0.186,0.236,0.314,0.1,0.3,21.92,21.808,708,0.037
6569,0.186,0.248,0.312,0.1,0.3,22.039,21.572,707,0.04
6570,0.186,0.238,0.316,0.1,0.3,21.606,21.894,708,0.04
6571,0.19,0.222,0.304,0.2,0.3,31.333,21.576,707,0.037
6572,0.184,0.224,0.304,0.2,0.3,30.978,21.899,706,0.038
6573,0.182,0.224,0.306,0.2,0.3,26.041,21.995,706,0.038
6574,0.182,0.226,0.3,0.2,0.3,27.25,21.894,706,0.037
6575,0.19,0.226,0.308,0.2,0.3,30.958,21.53,706,0.039
6576,0.185,0.224,0.304,0.2,0.3,27.478,21.898,706,0.037
6577,0.187,0.226,0.304,0.2,0.3,27.105,21.91,706,0.037
6578,0.184,0.224,0.298,0.2,0.3,28.556,21.671,706,0.037
6579,0.186,0.226,0.304,0.2,0.3,30.157,21.704,706,0.039
6580,0.187,0.224,0.302,0.2,0.3,31.055,21.899,705,0.04
6581,0.18,0.226,0.306,0.2,0.3,28.414,21.742,706,0.037
6582,0.182,0.224,0.302,0.2,0.3,30.194,21.702,706,0.038
6583,0.186,0.226,0.308,0.2,0.3,30.157,21.704,706,0.037
6584,0.182,0.222,0.304,0.2,0.3,27.969,21.814,706,0.038
6585,0.192,0.226,0.304,0.2,0.3,30.997,21.899,706,0.038
6586,0.182,0.226,0.3,0.2,0.3,28.428,21.899,707,0.038
6587,0.196,0.226,0.306,0.2,0.3,31.224,21.708,706,0.039
6588,0.196,0.226,0.306,0.2,0.3,31.224,21.708,706,0.039
6589,0.184,0.224,0.304,0.2,0.3,25.75,22.099,706,0.04
6590,0.184,0.226,0.302,0.2,0.3,26.611,22.002,705,0.039
6591,0.184,0.224,0.306,0.2,0.3,25.937,22.076,706,0.038
6592,0.189,0.228,0.306,0.2,0.3,27.969,21.814,706,0.037
6593,0.185,0.226,0.3,0.2,0.3,30.997,21.899,706,0.04
6594,0.188,0.22,0.304,0.2,0.3,27.661,21.899,707,0.038
6595,0.188,0.224,0.304,0.2,0.3,26.611,22.002,706,0.036
6596,0.181,0.224,0.302,0.2,0.3,28.925,22.006,708,0.038
6597,0.19,0.224,0.306,0.2,0.3,29.068,21.936,707,0.039
6598,0.19,0.224,0.3,0.2,0.3,28.5,21.997,707,0.04
6599,0.186,0.226,0.3,0.2,0.3,30.978,21.899,706,0.04
6600,0.192,0.227,0.302,0.2,0.3,25.798,22.099,705,0.036
6601,0.184,0.224,0.304,0.2,0.3,30.978,21.899,706,0.038
6602,0.184,0.222,0.3,0.2,0.3,26.611,22.002,706,0.037
6603,0.188,0.224,0.312,0.2,0.3,30.958,21.53,706,0.04
6604,0.186,0.224,0.304,0.2,0.3,25.906,22.096,706,0.038
6605,0.184,0.224,0.306,0.2,0.3,31.415,21.496,706,0.037
6606,0.188,0.226,0.302,0.2,0.3,30.228,21.701,707,0.037
6607,0.184,0.226,0.304,0.2,0.3,31.055,21.878,706,0.038
6608,0.188,0.228,0.3,0.2,0.3,30.99,21.899,706,0.037
6609,0.188,0.224,0.306,0.2,0.3,25.707,22.128,706,0.038
6610,0.185,0.224,0.304,0.2,0.3,30.928,21.898,706,0.04
6611,0.18,0.226,0.302,0.2,0.3,31.498,21.474,705,0.039
6612,0.184,0.224,0.304,0.2,0.3,25.895,22.098,706,0.039
6613,0.19,0.224,0.304,0.2,0.3,29.098,21.902,707,0.04
6614,0.19,0.224,0.302,0.2,0.3,26.365,22.036,705,0.038
6615,0.19,0.224,0.306,0.2,0.3,25.928,22.162,705,0.037
6616,0.184,0.226,0.302,0.2,0.3,31.22,21.654,706,0.04
6617,0.192,0.226,0.308,0.2,0.3,25.716,22.172,706,0.037
6618,0.184,0.226,0.304,0.2,0.3,30.958,21.53,706,0.04
6619,0.186,0.224,0.306,0.2,0.3,31.224,21.708,706,0.038
6620,0.178,0.224,0.302,0.2,0.3,25.757,22.099,706,0.037
6621,0.188,0.222,0.304,0.2,0.3,23.301,22.599,709,0.038
6622,0.186,0.226,0.306,0.2,0.3,23.712,22.599,708,0.038
6623,0.185,0.224,0.304,0.2,0.3,23.102,22.999,708,0.037
6624,0.19,0.224,0.306,0.2,0.3,23.206,22.906,708,0.038
6625,0.186,0.226,0.308,0.2,0.3,23.243,22.899,709,0.038
6626,0.186,0.224,0.306,0.2,0.3,23.323,22.599,708,0.035
6627,0.182,0.222,0.306,0.2,0.3,23.784,22.599,708,0.037
6628,0.192,0.226,0.3,0.2,0.3,25.262,22.599,708,0.036
6629,0.184,0.226,0.308,0.2,0.3,23.302,22.599,708,0.036
6630,0.192,0.224,0.302,0.2,0.3,22.907,23.178,707,0.037
6631,0.192,0.224,0.31,0.2,0.3,22.901,23.232,707,0.038
6632,0.188,0.224,0.3,0.2,0.3,23.301,22.897,708,0.038
6633,0.184,0.222,0.302,0.2,0.3,24.247,22.577,708,0.036
6634,0.187,0.226,0.298,0.2,0.3,23.323,22.599,708,0.037
6635,0.184,0.224,0.302,0.2,0.3,23.969,22.596,708,0.038
6636,0.186,0.226,0.304,0.2,0.3,23.301,22.694,705,0.036
6637,0.184,0.226,0.304,0.2,0.3,24.537,22.598,709,0.037
6638,0.182,0.222,0.298,0.2,0.3,23.888,22.599,708,0.037
6639,0.184,0.224,0.308,0.2,0.3,23.784,22.599,709,0.038
6640,0.184,0.226,0.306,0.2,0.3,22.955,23.099,708,0.036
6641,0.187,0.226,0.302,0.2,0.3,23.323,22.599,708,0.036
6642,0.184,0.226,0.308,0.2,0.3,24.937,22.592,708,0.036
6643,0.184,0.224,0.304,0.2,0.3,23.102,22.999,708,0.036
6644,0.186,0.226,0.304,0.2,0.3,23.301,22.665,708,0.037
6645,0.186,0.219,0.306,0.2,0.3,22.902,23.221,706,0.037
6646,0.188,0.224,0.304,0.2,0.3,23.301,22.73,708,0.038
6647,0.19,0.224,0.31,0.2,0.3,23.301,22.655,707,0.037
6648,0.19,0.226,0.304,0.2,0.3,23.615,22.599,708,0.035
6649,0.184,0.224,0.3,0.2,0.3,23.301,22.699,708,0.037
6650,0.182,0.224,0.304,0.2,0.3,23.029,23.086,708,0.038
6651,0.19,0.227,0.304,0.2,0.3,23.104,22.999,708,0.038
6652,0.196,0.224,0.304,0.2,0.3,23.301,22.631,706,0.037
6653,0.184,0.226,0.304,0.2,0.3,24.82,22.564,708,0.035
6654,0.181,0.226,0.308,0.2,0.3,23.301,22.73,708,0.038
6655,0.186,0.226,0.302,0.2,0.3,23.301,22.791,709,0.037
6656,0.188,0.224,0.302,0.2,0.3,23.458,22.599,708,0.038
6657,0.182,0.224,0.304,0.2,0.3,23.301,22.698,709,0.037
6658,0.186,0.224,0.306,0.2,0.3,22.901,23.232,707,0.036
6659,0.186,0.224,0.304,0.2,0.3,23.301,22.699,709,0.038
6660,0.186,0.222,0.306,0.2,0.3,23.301,22.631,708,0.038
6661,0.187,0.224,0.298,0.2,0.3,23.301,22.699,709,0.037
6662,0.188,0.224,0.306,0.2,0.3,23.202,22.986,708,0.038
6663,0.186,0.226,0.298,0.2,0.3,23.712,22.599,708,0.036
6664,0.188,0.224,0.304,0.2,0.3,23.302,22.599,709,0.036
6665,0.182,0.228,0.306,0.2,0.3,22.988,23.093,708,0.035
6666,0.192,0.226,0.306,0.2,0.3,23.104,22.999,708,0.037
6667,0.188,0.226,0.304,0.2,0.3,23.301,22.699,709,0.038
6668,0.19,0.224,0.304,0.2,0.3,22.955,23.099,706,0.037
6669,0.186,0.224,0.304,0.2,0.3,22.88,23.283,707,0.037
6670,0.188,0.222,0.308,0.2,0.3,23.301,22.694,707,0.035
6671,0.194,0.228,0.308,0.2,0.3,23.299,22.301,706,0.037
6672,0.181,0.23,0.308,0.2,0.3,22.298,22.398,707,0.036
6673,0.184,0.226,0.306,0.2,0.3,23.297,22.301,706,0.035
6674,0.189,0.224,0.302,0.2,0.3,23.727,22.301,707,0.039
6675,0.184,0.224,0.306,0.2,0.3,22.494,22.349,706,0.037
6676,0.186,0.228,0.304,0.2,0.3,22.386,22.399,706,0.038
6677,0.182,0.226,0.304,0.2,0.3,21.996,22.361,707,0.035
6678,0.19,0.224,0.308,0.2,0.3,23.686,22.301,707,0.038
6679,0.186,0.226,0.308,0.2,0.3,22.093,22.306,706,0.037
6680,0.186,0.226,0.304,0.2,0.3,22.635,22.304,706,0.036
6681,0.182,0.224,0.304,0.2,0.3,22.542,22.315,706,0.04
6682,0.182,0.224,0.304,0.2,0.3,23.094,22.301,707,0.038
6683,0.184,0.226,0.306,0.2,0.3,23.297,22.301,706,0.035
6684,0.184,0.224,0.302,0.2,0.3,22.635,22.304,706,0.038
6685,0.19,0.226,0.304,0.2,0.3,23.839,22.301,706,0.036
6686,0.192,0.224,0.298,0.2,0.3,21.465,22.31,707,0.037
6687,0.182,0.224,0.3,0.2,0.3,23.32,22.301,707,0.037
6688,0.184,0.228,0.31,0.2,0.3,22.976,22.301,704,0.04
6689,0.188,0.226,0.306,0.2,0.3,23.02,22.301,707,0.037
6690,0.187,0.224,0.304,0.2,0.3,22.457,22.345,707,0.035
6691,0.19,0.226,0.302,0.2,0.3,22.457,22.345,704,0.037
6692,0.184,0.224,0.302,0.2,0.3,22.635,22.304,706,0.038
6693,0.182,0.224,0.3,0.2,0.3,22.793,22.301,707,0.038
6694,0.184,0.224,0.302,0.2,0.3,21.743,22.301,707,0.035
6695,0.184,0.224,0.3,0.2,0.3,21.843,22.301,706,0.036
6696,0.192,0.226,0.304,0.2,0.3,21.406,22.371,707,0.038
6697,0.192,0.228,0.304,0.2,0.3,21.865,22.353,707,0.037
6698,0.18,0.226,0.304,0.2,0.3,22.093,22.306,707,0.036
6699,0.182,0.224,0.306,0.2,0.3,22.494,22.349,706,0.037
6700,0.182,0.222,0.302,0.2,0.3,22.049,22.337,707,0.037
6701,0.19,0.222,0.302,0.2,0.3,21.793,22.301,706,0.038
6702,0.188,0.226,0.302,0.2,0.3,21.406,22.371,707,0.039
6703,0.19,0.226,0.302,0.2,0.3,22.299,22.399,707,0.035
6704,0.182,0.224,0.306,0.2,0.3,23.094,22.301,706,0.037
6705,0.18,0.224,0.3,0.2,0.3,22.928,22.301,707,0.035
6706,0.182,0.226,0.306,0.2,0.3,22.842,22.301,707,0.037
6707,0.185,0.224,0.3,0.2,0.3,23.439,22.301,707,0.038
6708,0.194,0.224,0.306,0.2,0.3,21.703,22.301,706,0.037
6709,0.182,0.224,0.306,0.2,0.3,23.06,22.301,705,0.037
6710,0.184,0.226,0.304,0.2,0.3,22.793,22.301,707,0.038
6711,0.184,0.222,0.304,0.2,0.3,22.386,22.399,707,0.037
6712,0.182,0.234,0.308,0.2,0.3,22.898,22.301,705,0.038
6713,0.182,0.224,0.302,0.2,0.3,22.542,22.315,707,0.037
6714,0.188,0.228,0.308,0.2,0.3,23.02,22.301,706,0.037
6715,0.19,0.224,0.304,0.2,0.3,22.134,22.302,704,0.038
6716,0.186,0.224,0.304,0.2,0.3,21.703,22.301,707,0.038
6717,0.192,0.222,0.302,0.2,0.3,22.191,22.301,704,0.038
6718,0.182,0.222,0.302,0.2,0.3,22.049,22.337,707,0.037
6719,0.18,0.226,0.304,0.2,0.3,21.981,22.382,707,0.038
6720,0.184,0.222,0.302,0.2,0.3,21.981,22.382,706,0.037
6721,0.186,0.224,0.304,0.2,0.3,21.597,22.152,705,0.038
6722,0.192,0.228,0.304,0.2,0.3,22.552,22.299,705,0.039
6723,0.192,0.242,0.312,0.2,0.3,22.277,22.286,705,0.04
6724,0.18,0.243,0.318,0.2,0.3,22.472,22.17,705,0.039
6725,0.186,0.222,0.306,0.2,0.3,25.62,21.906,706,0.04
6726,0.186,0.224,0.304,0.2,0.3,22.31,22.302,705,0.038
6727,0.182,0.228,0.3,0.2,0.3,21.823,22.407,706,0.039
6728,0.188,0.25,0.32,0.2,0.3,21.581,21.866,708,0.037
6729,0.19,0.222,0.31,0.2,0.3,22.21,22.297,705,0.038
6730,0.19,0.224,0.304,0.2,0.3,22.672,22.462,706,0.038
6731,0.184,0.236,0.31,0.1,0.3,21.605,21.899,707,0.041
6732,0.188,0.222,0.302,0.2,0.3,21.714,22.194,705,0.038
6733,0.182,0.224,0.306,0.2,0.3,21.433,22.167,706,0.037
6734,0.19,0.222,0.306,0.2,0.3,26.048,21.901,706,0.04
6735,0.189,0.242,0.312,0.2,0.3,22.091,21.896,705,0.038
6736,0.192,0.226,0.308,0.2,0.3,25.447,21.939,706,0.04
6737,0.188,0.224,0.302,0.2,0.3,25.169,21.901,706,0.04
6738,0.19,0.224,0.308,0.2,0.3,21.433,22.167,706,0.036
6739,0.184,0.24,0.312,0.2,0.3,22.037,21.881,707,0.037
6740,0.192,0.252,0.318,0.2,0.3,22.472,22.17,705,0.04
6741,0.182,0.226,0.304,0.2,0.3,25.62,21.906,706,0.038
6742,0.19,0.222,0.3,0.2,0.3,22.496,22.599,706,0.038
6743,0.186,0.228,0.316,0.2,0.3,22.309,22.299,705,0.04
6744,0.187,0.228,0.304,0.2,0.3,21.87,22.299,706,0.038
6745,0.186,0.224,0.308,0.2,0.3,21.472,22.172,706,0.038
6746,0.186,0.226,0.298,0.2,0.3,22.103,22.502,706,0.038
6747,0.19,0.232,0.312,0.1,0.3,21.395,21.898,708,0.039
6748,0.184,0.226,0.31,0.2,0.3,22.988,22.303,705,0.038
6749,0.186,0.224,0.3,0.2,0.3,22.103,22.502,706,0.037
6750,0.188,0.226,0.302,0.2,0.3,22.289,22.386,705,0.04
6751,0.19,0.222,0.306,0.2,0.3,22.672,22.462,706,0.04
6752,0.184,0.23,0.312,0.2,0.3,22.278,22.299,704,0.037
6753,0.187,0.228,0.306,0.2,0.3,21.472,22.172,705,0.037
6754,0.19,0.226,0.308,0.2,0.3,22.554,22.538,706,0.04
6755,0.186,0.224,0.306,0.2,0.3,22.548,22.365,705,0.038
6756,0.19,0.246,0.312,0.2,0.3,21.878,21.836,708,0.04
6757,0.186,0.227,0.308,0.2,0.3,22.31,22.302,705,0.037
6758,0.182,0.224,0.306,0.2,0.3,22.471,22.302,705,0.038
6759,0.19,0.226,0.3,0.2,0.3,21.797,22.286,706,0.037
6760,0.19,0.228,0.304,0.2,0.3,22.339,22.301,705,0.037
6761,0.187,0.256,0.32,0.2,0.3,21.461,21.859,708,0.04
6762,0.184,0.242,0.32,0.2,0.3,21.915,22.128,706,0.04
6763,0.188,0.252,0.316,0.1,0.3,21.395,21.898,707,0.037
6764,0.188,0.224,0.304,0.2,0.3,21.714,22.194,705,0.04
6765,0.192,0.226,0.312,0.2,0.3,22.296,22.299,705,0.04
6766,0.184,0.226,0.3,0.2,0.3,22.988,22.298,705,0.038
6767,0.182,0.234,0.312,0.2,0.3,21.931,22.139,705,0.036
6768,0.184,0.226,0.304,0.2,0.3,22.785,22.364,706,0.038
6769,0.186,0.226,0.3,0.2,0.3,22.449,22.599,706,0.039
6770,0.186,0.224,0.308,0.2,0.3,21.917,22.284,705,0.038
6771,0.188,0.224,0.308,0.2,0.3,26.681,22.405,708,0.035
6772,0.188,0.226,0.302,0.2,0.3,29.044,22.299,706,0.038
6773,0.184,0.222,0.306,0.2,0.3,26.806,22.299,708,0.038
6774,0.187,0.226,0.302,0.2,0.3,29.601,22.129,707,0.038
6775,0.186,0.224,0.302,0.2,0.3,26.203,22.578,707,0.038
6776,0.186,0.224,0.306,0.2,0.3,28.206,22.299,708,0.038
6777,0.192,0.224,0.308,0.2,0.3,28.366,22.208,707,0.037
6778,0.19,0.226,0.3,0.2,0.3,31.162,21.899,706,0.035
6779,0.184,0.224,0.298,0.2,0.3,26.203,22.578,708,0.037
6780,0.188,0.22,0.31,0.2,0.3,28.584,22.299,707,0.037
6781,0.189,0.224,0.306,0.2,0.3,27.313,22.299,707,0.036
6782,0.182,0.226,0.302,0.2,0.3,27.131,22.299,708,0.037
6783,0.186,0.226,0.308,0.2,0.3,26.906,22.299,708,0.037
6784,0.184,0.224,0.3,0.2,0.3,26.479,22.495,708,0.036
6785,0.184,0.226,0.308,0.2,0.3,29.601,22.101,706,0.038
6786,0.182,0.226,0.302,0.2,0.3,26.681,22.405,708,0.037
6787,0.188,0.224,0.302,0.2,0.3,31.195,21.899,705,0.037
6788,0.182,0.222,0.308,0.2,0.3,28.366,22.208,707,0.035
6789,0.184,0.226,0.306,0.2,0.3,26.548,22.472,708,0.038
6790,0.19,0.222,0.308,0.2,0.3,28.402,22.205,707,0.037
6791,0.184,0.226,0.302,0.2,0.3,31.195,21.899,707,0.038
6792,0.19,0.224,0.308,0.2,0.3,29.601,22.129,707,0.038
6793,0.19,0.224,0.306,0.2,0.3,28.584,22.299,707,0.037
6794,0.184,0.224,0.3,0.2,0.3,26.802,22.299,708,0.037
6795,0.192,0.224,0.306,0.2,0.3,28.315,22.202,708,0.035
6796,0.187,0.224,0.304,0.2,0.3,29.601,22.101,707,0.038
6797,0.186,0.226,0.308,0.2,0.3,26.39,22.498,708,0.036
6798,0.19,0.224,0.3,0.2,0.3,26.479,22.495,708,0.037
6799,0.19,0.226,0.298,0.2,0.3,27.967,22.299,708,0.037
6800,0.192,0.224,0.302,0.2,0.3,28.512,22.299,707,0.037
6801,0.184,0.224,0.302,0.2,0.3,26.815,22.299,707,0.035
6802,0.19,0.224,0.306,0.2,0.3,31.172,21.899,706,0.039
6803,0.184,0.224,0.308,0.2,0.3,27.007,22.299,708,0.037
6804,0.182,0.226,0.304,0.2,0.3,28.243,22.297,707,0.036
6805,0.188,0.224,0.306,0.2,0.3,28.402,22.205,707,0.037
6806,0.188,0.226,0.302,0.2,0.3,26.203,22.578,708,0.035
6807,0.186,0.226,0.31,0.2,0.3,28.774,22.299,707,0.036
6808,0.19,0.224,0.306,0.2,0.3,28.015,22.299,708,0.036
6809,0.188,0.222,0.304,0.2,0.3,29.594,22.183,706,0.038
6810,0.186,0.224,0.306,0.2,0.3,26.39,22.498,707,0.036
6811,0.182,0.226,0.302,0.2,0.3,26.681,22.405,708,0.038
6812,0.192,0.222,0.306,0.2,0.3,26.806,22.299,708,0.036
6813,0.186,0.23,0.306,0.2,0.3,29.594,22.183,706,0.038
6814,0.186,0.224,0.296,0.2,0.3,26.806,22.299,708,0.038
6815,0.182,0.224,0.304,0.2,0.3,28.682,22.299,706,0.037
6816,0.19,0.226,0.306,0.2,0.3,28.928,22.299,706,0.037
6817,0.184,0.226,0.304,0.2,0.3,29.601,22.101,706,0.036
6818,0.182,0.222,0.31,0.2,0.3,28.407,22.285,708,0.038
6819,0.19,0.224,0.304,0.2,0.3,28.129,22.299,708,0.036
6820,0.187,0.228,0.306,0.2,0.3,28.402,22.205,707,0.038
6821,0.188,0.234,0.308,0.2,0.3,22.651,23.142,707,0.038
6822,0.184,0.227,0.312,0.2,0.3,22.611,23.272,705,0.038
6823,0.186,0.226,0.312,0.2,0.3,22.651,23.142,707,0.038
6824,0.196,0.222,0.308,0.2,0.3,22.699,23.25,705,0.038
6825,0.186,0.224,0.312,0.2,0.3,22.609,23.274,705,0.037
6826,0.192,0.228,0.304,0.2,0.3,21.39,22.401,706,0.037
6827,0.182,0.228,0.306,0.2,0.3,22.678,23.243,704,0.037
6828,0.187,0.224,0.3,0.2,0.3,21.346,22.901,704,0.038
6829,0.186,0.222,0.304,0.2,0.3,21.016,22.603,705,0.037
6830,0.186,0.224,0.306,0.2,0.3,21.287,22.901,706,0.038
6831,0.187,0.224,0.308,0.2,0.3,22.604,23.315,705,0.037
6832,0.186,0.224,0.304,0.2,0.3,22.678,23.243,705,0.036
6833,0.188,0.226,0.3,0.2,0.3,21.306,22.901,704,0.038
6834,0.19,0.228,0.304,0.2,0.3,21.346,22.906,705,0.036
6835,0.19,0.226,0.302,0.2,0.3,21.001,22.502,706,0.037
6836,0.192,0.224,0.304,0.2,0.3,22.663,23.193,707,0.038
6837,0.192,0.222,0.312,0.2,0.3,21.306,22.901,703,0.037
6838,0.182,0.226,0.302,0.2,0.3,21.066,22.602,705,0.038
6839,0.192,0.224,0.304,0.2,0.3,22.202,23.146,705,0.037
6840,0.188,0.226,0.296,0.2,0.3,22.202,23.146,705,0.037
6841,0.186,0.222,0.3,0.2,0.3,21.004,22.759,706,0.04
